HostParty,CDM project reference number,Issuance process ID,Monitoring report started,Monitoring report ended
KR,6602,TECO1460621587.54,2012-01-10,2012-12-31
MW,9558,poaiss386480934~MW,2015-06-16,2016-05-31
ID,673,BVQI1447396471.12,2014-06-14,2015-06-30
CL,1787,RWTUV1430228142.61,2014-01-01,2014-12-31
IN,1280,Applus1466073920.58,2015-06-15,2016-05-31
IN,370,Applus1469606988.6,2013-01-01,2016-03-24
IN,370,Applus1469606988.6,2012-06-25,2012-12-31
CN,5352,CTI1443184127.44,2013-01-01,2015-05-31
VN,2637,EPIC_Sust1467974438.78,2014-06-04,2016-04-30
IN,2894,EPIC_Sust1469430823.66,2015-02-01,2016-01-07
IN,9167,Applus1466074622.91,2015-01-08,2016-05-31
IN,1168,RINA1468488276.21,2015-01-02,2016-05-31
HN,5584,RWTUV1467108513.68,2014-01-01,2015-12-31
CN,9055,RWTUV1470896211.91,2013-01-01,2016-07-31
IN,9111,URSCert1451630865.38,2013-01-01,2015-10-31
MY,4999,EPIC_Sust1457012620.17,2013-01-01,2016-01-31
MY,4999,EPIC_Sust1457012620.17,2012-12-12,2012-12-31
CN,4222,RWTUV1470895539.58,2013-01-01,2016-07-31
CN,7692,RWTUV1470895744.95,2013-01-01,2016-07-31
KR,784,TECO1460710575.08,2013-01-01,2014-09-02
KR,784,TECO1460710575.08,2010-11-02,2012-12-31
EG,2897,poaiss639911021~EG,2015-01-01,2015-12-31
CN,2013,BVQI1472114427.99,2013-01-01,2015-12-27
CN,7834,CTCCCP1459844237.11,2013-01-01,2016-02-29
IN,362,EPIC_Sust1468827183.58,2015-04-25,2016-04-30
BR,8018,RINA1467367619.57,2013-01-01,2015-12-31
IN,1259,RINA1468910386.04,2015-01-01,2016-05-31
AR,950,RWTUV1469042838.34,2013-01-01,2014-12-31
AR,950,RWTUV1469042838.34,2011-01-01,2012-12-31
MX,3378,RWTUV1470641804.75,2014-01-01,2016-07-31
CN,8793,RWTUV1470895364.54,2013-01-01,2016-07-31
CN,7681,RWTUV1470896327.89,2013-01-01,2016-07-31
CN,7515,RWTUV1470896373.43,2013-01-01,2016-07-31
ML,9941,poaiss655218210~ML,2014-01-06,2015-12-31
IN,362,EPIC_Sust1468827030.68,2014-04-25,2015-04-24
CN,2051,RWTUV1471328773.43,2013-01-09,2016-12-08
CN,9229,RWTUV1470896283.1,2013-01-01,2016-07-31
IN,5486,EPIC_Sust1454418444.34,2013-01-01,2015-12-31
IN,5553,EPIC_Sust1454478837.52,2014-01-01,2015-12-31
IN,5090,ESPL1464296658.62,2014-01-11,2016-02-29
KR,349,Korean Standards Association1462242444.1,2015-01-10,2016-03-31
IN,362,EPIC_Sust1468820740.04,2012-04-25,2012-12-31
IN,362,EPIC_Sust1468820740.04,2013-01-01,2013-04-24
IN,362,EPIC_Sust1468820942.98,2013-04-25,2014-04-24
BR,165,EPIC_Sust1471500814.88,2015-01-08,2016-06-30
LK,7374,KBS_Cert1460790705.73,2014-01-31,2015-12-31
KR,5251,KFQ1470922966.47,2013-01-01,2016-12-07
KR,5251,KFQ1470922966.47,2011-09-22,2012-12-31
IN,3724,PJR CDM1402603035.81,2012-01-08,2012-12-31
IN,3724,PJR CDM1402603035.81,2013-01-01,2014-03-31
CN,2199,RINA1462874564.74,2013-01-01,2016-02-29
IN,982,RINA1464784391.64,2015-01-05,2016-04-30
CN,904,RINA1470988721.43,2014-01-03,2016-06-29
CN,1859,BVQI1467209753.31,2013-01-01,2014-09-27
IN,5090,ESPL1464296153.98,2014-01-02,2014-10-31
CN,6769,CEPREI_Cert1469756649.23,2013-01-01,2016-06-30
VN,3532,RINA1463391772.33,2013-01-01,2016-03-31
CN,9291,Applus1465483278.05,2016-01-01,2016-04-30
CN,2866,CCSC_DOE1468570071.18,2014-12-30,2015-12-29
ID,3726,EPIC_Sust1462446784.17,2013-01-01,2016-02-29
ID,3726,EPIC_Sust1462446784.17,2012-02-25,2012-12-31
PK,5461,BVQI1464159839.16,2014-01-04,2016-04-30
CN,3400,CCSC_DOE1467854690.17,2013-01-01,2016-03-28
CN,1656,CCSC_DOE1468540635.59,2013-01-01,2016-03-28
CN,2840,CCSC_DOE1468568936.28,2014-12-30,2015-12-29
LK,9074,KBS_Cert1460009082.56,2014-01-01,2015-12-31
LK,3531,RWTUV1463478895.44,2011-01-04,2012-12-31
LK,3531,RWTUV1463478895.44,2013-01-01,2016-03-31
CN,233,Applus1447315494.1,2013-01-01,2015-09-30
IN,6113,EPIC_Sust1454572571.03,2013-01-01,2015-12-31
CN,5452,Applus1458550176.93,2013-01-01,2016-02-29
IN,4078,Applus1462812250.57,2015-01-04,2016-03-31
CN,9291,Applus1465483154.28,2014-02-19,2014-12-31
CN,9291,Applus1465483242.61,2015-01-01,2015-12-31
CN,1276,Applus1469544573.85,2013-01-01,2015-03-07
CN,1276,Applus1469544696.08,2015-11-09,2016-03-27
CN,1658,CCSC_DOE1467852319.77,2013-01-01,2016-03-28
CN,2848,CCSC_DOE1468802344.23,2014-12-30,2015-12-29
CN,6447,RINA1454488321.25,2015-01-01,2015-12-31
PK,9314,RWTUV1455612528.88,2014-10-12,2015-12-31
GT,604,RWTUV1461655895.57,2013-01-01,2013-12-31
GT,604,RWTUV1461655962.71,2014-01-01,2015-12-31
VN,4714,RWTUV1462954963.93,2015-01-06,2016-04-30
CN,5217,RWTUV1469775807.8,2013-01-01,2016-06-30
CN,6569,RWTUV1469776287.91,2013-01-01,2016-06-30
IN,1615,URSCert1463994220.61,2014-06-27,2015-05-25
IN,8855,poaiss749383394~IN,2015-01-04,2016-03-31
CN,4482,CCSC_DOE1462331096.73,2014-01-12,2016-03-31
CN,1657,CCSC_DOE1467853404.02,2013-01-01,2016-03-28
CN,6572,RWTUV1469776109.05,2013-01-01,2016-06-30
CN,6559,CTI1467685700.4,2015-01-02,2016-05-31
BD,2765,poaiss582733766~BD,2014-01-10,2015-12-31
CN,3668,CEPREI_Cert1459846997.26,2013-01-01,2015-12-31
CN,316,CTI1462957307.08,2013-01-01,2016-03-31
CN,7552,CTI1467957994.98,2013-01-01,2016-06-30
CR,6275,ESPL1464765510.28,2014-01-07,2016-04-30
BR,168,RINA1464179707.0,2015-01-01,2015-12-31
CN,491,Applus1465808669.24,2015-01-06,2016-05-31
CN,3386,Applus1465809324.16,2013-01-01,2015-12-31
CN,3417,Applus1465809830.92,2013-01-01,2015-12-31
CN,3374,CTI1462957067.7,2013-01-01,2016-03-31
CN,3660,CTI1465696266.59,2013-01-01,2016-03-31
CN,4521,CTI1465807290.88,2013-01-01,2016-03-31
VN,7250,EPIC_Sust1463815618.8,2013-06-20,2016-03-31
CN,2469,RINA1461309152.14,2014-12-26,2015-12-25
VN,5164,RINA1463393341.93,2014-01-05,2016-03-31
MX,1150,RWTUV1447324943.12,2014-01-01,2015-06-30
CN,2205,RWTUV1469775965.77,2013-01-01,2016-06-30
KR,2225,TECO1460615816.84,2013-01-01,2014-07-31
KR,2225,TECO1460615816.84,2009-01-08,2012-12-31
CN,4499,CEPREI_Cert1475589830.04,2013-01-01,2016-04-25
CN,2845,CCSC_DOE1468569495.16,2014-12-30,2015-12-29
CN,7339,CTI1467958056.96,2013-01-01,2016-06-30
CN,4159,RINA1471418890.2,2013-01-01,2016-06-30
CN,1269,CTI1465375636.23,2013-01-01,2014-12-17
MN,5977,KEMCO1467705612.97,2016-01-01,2016-06-30
CR,4147,RWTUV1465812076.88,2015-01-01,2015-12-31
VN,7069,BVQI1443693247.47,2013-01-01,2015-08-31
CN,1269,CTI1465375687.87,2014-12-18,2016-03-31
GT,9306,RWTUV1461655830.17,2013-01-01,2015-12-31
ET,10045,poaiss241957908~ET,2014-11-15,2015-11-14
CL,1265,AENOR1465829678.06,2015-01-01,2015-08-07
CL,1265,AENOR1465829911.12,2015-09-07,2015-12-31
CN,2561,CCSC_DOE1466813734.65,2013-01-11,2015-12-31
CN,3747,CEPREI_Cert1459847767.76,2013-01-01,2015-12-31
CN,4716,CEPREI_Cert1463038387.07,2013-01-16,2015-12-31
CN,4317,CTI1465375515.62,2013-01-01,2016-03-31
IN,4760,EPIC_Sust1468821644.57,2013-01-01,2015-12-31
BR,116,ERM-CVS1459952815.54,2014-11-19,2015-11-18
IN,3796,ESPL1464183781.49,2015-01-01,2016-03-31
IN,3766,ESPL1464184096.05,2015-01-01,2016-03-31
IN,3811,ESPL1464184362.92,2015-01-01,2016-03-31
IN,3795,ESPL1464184715.19,2015-01-01,2016-03-31
IN,5335,KBS_Cert1464242879.01,2013-01-01,2016-04-30
IN,5335,KBS_Cert1464242879.01,2012-11-30,2012-12-31
IN,2342,RWTUV1466749520.2,2015-01-04,2016-03-31
CN,9305,CCSC_DOE1463101870.69,2013-01-01,2016-02-29
CN,9817,CCSC_DOE1463102265.59,2014-01-02,2016-02-29
CN,6526,CCSC_DOE1466416605.11,2014-01-11,2016-04-30
CN,3969,CTI1462956813.22,2013-01-01,2016-03-31
CN,4451,CTI1465807409.73,2013-01-01,2016-03-31
CN,7409,Applus1467040260.88,2013-01-27,2016-04-30
CN,7424,Applus1467040898.69,2013-02-21,2016-04-30
CN,7408,Applus1467369683.91,2013-01-31,2016-04-30
CN,7337,CTI1467958109.36,2013-01-01,2016-06-30
KR,4294,KEMCO1463550872.37,2015-01-01,2015-12-31
VN,6439,RWTUV1436184508.28,2013-01-04,2015-05-31
CN,398,CTI1462957466.69,2013-01-01,2016-03-31
IN,2698,EPIC_Sust1458650537.71,2010-12-02,2012-12-31
IN,2698,EPIC_Sust1458650537.71,2013-01-01,2015-12-31
IN,4058,KBS_Cert1459334512.83,2015-01-01,2015-12-31
BR,165,RINA1441285407.99,2014-01-10,2015-07-31
NP,139,RINA1455899419.18,2014-01-08,2015-07-31
VN,6397,RWTUV1456918877.98,2014-01-09,2016-02-29
CL,1229,TUEV-SUED1443775813.78,2015-01-01,2015-06-25
CN,3748,CTCCCP1465310774.01,2013-01-01,2015-12-31
IN,4489,RWTUV1467717295.7,2014-01-01,2016-03-31
ZA,7570,poaiss496440017~ZA,2013-05-10,2015-06-30
BR,888,RWTUV1467704140.14,2016-01-01,2016-06-30
ZA,7167,poaiss647510535~ZA,2013-01-06,2015-06-30
CN,2010,CCSC_DOE1459146647.51,2015-01-04,2016-02-22
CN,6261,CCSC_DOE1461746577.36,2015-01-01,2016-03-31
BT,2746,KBS_Cert1463382741.36,2014-01-04,2015-12-31
UZ,2750,LRQA Ltd1457590735.2,2013-01-01,2015-12-31
NP,5415,RINA1455899779.04,2014-01-08,2015-07-31
NP,5416,RINA1455899998.41,2014-01-08,2015-07-31
NP,136,RINA1456139379.54,2014-01-08,2015-07-31
BR,4211,RWTUV1467704298.89,2016-01-01,2016-06-30
VN,8054,EPIC_Sust1461578705.17,2015-01-04,2016-03-31
PH,1258,RINA1424172162.11,2014-01-01,2014-12-31
ZA,7167,poaiss958601257~ZA,2013-01-06,2015-06-30
BR,6573,poaiss355110601~BR,2015-01-01,2015-12-31
CN,4730,Applus1463677638.63,2012-06-30,2012-12-31
CN,4730,Applus1463677638.63,2013-01-01,2016-02-29
CN,5233,Applus1463677933.92,2014-01-02,2016-02-29
CN,6677,Applus1463694439.24,2013-01-01,2016-02-29
CN,6677,Applus1463694439.24,2012-01-10,2012-12-31
CN,7404,Applus1463695558.86,2014-10-16,2016-02-29
CN,5799,Applus1463694291.09,2013-01-01,2016-02-29
CN,7403,Applus1463694544.03,2014-10-16,2016-02-29
CN,5657,CCSC_DOE1462513639.21,2013-01-04,2015-12-31
IN,2736,EPIC_Sust1457000061.19,2013-01-01,2015-12-31
IN,2736,EPIC_Sust1457000061.19,2011-01-07,2012-12-31
CL,1229,TUEV-SUED1457600793.7,2015-06-26,2015-12-31
CN,5738,Applus1463678514.49,2014-01-02,2016-02-29
VN,6103,RWTUV1462787492.21,2015-01-06,2016-04-30
MM,7731,TUEV-SUED1461576513.35,2013-04-02,2015-12-31
IN,2729,ESPL1461064491.81,2015-01-04,2016-03-31
CN,6229,CCSC_DOE1461310358.64,2013-01-01,2016-02-29
CN,1862,RINA1462874761.93,2013-01-01,2016-02-29
CN,6125,RWTUV1460614585.65,2015-01-04,2016-03-31
IN,9507,poaiss114140953~IN,2014-02-28,2015-02-27
IN,8524,Applus1461150700.65,2015-02-05,2016-01-04
CN,5447,CCSC_DOE1465259951.33,2015-01-03,2016-05-31
CN,6987,RWTUV1460614685.41,2015-01-04,2016-03-31
VN,6203,RWTUV1462954865.32,2015-01-06,2016-04-30
CN,5316,CCSC_DOE1461545802.07,2013-01-01,2015-12-31
CN,6732,CCSC_DOE1462321858.66,2013-01-01,2015-12-31
CN,7309,RINA1460457415.01,2013-01-01,2016-03-31
VN,5556,RINA1462275729.42,2013-06-01,2016-05-01
CN,5736,Applus1463733241.55,2013-01-01,2016-02-29
CN,5238,CCSC_DOE1461299213.72,2013-01-04,2016-02-29
KH,8761,CCSC_DOE1455253500.07,2013-01-09,2015-12-27
CN,6704,CCSC_DOE1461545147.41,2013-01-05,2016-01-31
CN,6701,CCSC_DOE1462349909.04,2013-01-01,2015-11-17
CN,7308,RINA1460458577.82,2013-01-01,2016-03-31
ZA,545,RWTUV1415611322.65,2013-12-15,2014-09-30
KP,6721,RWTUV1461166568.16,2013-01-01,2016-03-31
CN,6957,RWTUV1461905671.99,2015-05-26,2016-03-25
CN,1960,CCSC_DOE1461742731.52,2013-01-01,2015-10-31
KE,5341,poaiss864123149,2015-01-01,2015-12-31
CN,3490,CCSC_DOE1458553534.35,2013-01-21,2015-12-20
CN,4140,RINA1460457990.65,2013-01-01,2016-03-31
CN,2039,RWTUV1465314743.74,2013-01-01,2016-06-05
CN,3387,CCSC_DOE1458553400.29,2013-01-21,2015-12-20
IN,5740,ESPL1407313815.5,2012-01-02,2012-12-31
IN,5740,ESPL1407313815.5,2013-01-01,2014-07-31
CN,4732,RINA1460544330.32,2015-01-05,2016-03-31
CN,3176,RINA1460548731.29,2013-01-01,2016-03-31
ZA,1364,RWTUV1455797245.07,2014-10-23,2016-05-01
IN,127,TUEV-SUED1449571632.62,2013-09-28,2015-09-30
IN,7415,URSCert1459422128.49,2015-11-05,2016-10-02
SV,1218,AENOR1434698213.74,2014-01-01,2014-11-29
TH,8853,BVQI1437635396.05,2013-01-01,2014-12-31
GH,5342,poaiss998042239,2014-10-25,2015-10-24
CN,5683,Applus1457019207.92,2013-01-01,2015-12-31
BD,6085,BVQI1455877584.16,2014-01-09,2015-12-31
BD,5125,BVQI1455944441.45,2014-01-09,2015-12-31
CN,7042,CCCI_DOE1454640790.58,2013-01-01,2014-12-31
CN,7042,CCCI_DOE1454641181.82,2015-01-01,2015-12-31
CN,7221,CCCI_DOE1461303809.15,2014-11-21,2016-03-20
BR,171,EPIC_Sust1455790522.85,2015-05-16,2015-12-31
IN,2867,LRQA Ltd1452245659.8,2015-01-01,2015-12-31
TH,4214,SIRIM1455777590.29,2013-01-01,2015-04-30
TH,4214,SIRIM1455777590.29,2012-01-01,2012-12-31
AE,8269,CarbonCheck_Cert1472150480.28,2015-01-06,2015-12-31
BR,3958,RWTUV1455809362.28,2015-01-01,2015-12-31
ID,493,TUEV-SUED1447910230.6,2011-01-01,2011-12-31
PE,6198,poaiss813104781,2014-01-12,2015-10-31
IN,9610,EPIC_Sust1454482902.26,2013-12-04,2016-01-31
CL,4052,RWTUV1430231400.42,2014-01-01,2014-12-31
IN,2128,TUEV-SUED1461582783.61,2014-01-09,2016-02-26
CN,3312,CTCCCP1459825731.58,2013-01-01,2015-09-30
KH,363,PJR CDM1446015373.26,2013-01-01,2015-07-31
CN,4292,RINA1460450950.38,2015-01-05,2016-03-31
CN,4725,RINA1460544159.33,2015-01-05,2016-03-31
BR,4788,RWTUV1454492413.22,2013-01-01,2015-12-31
BR,4788,RWTUV1454492413.22,2012-03-02,2012-12-31
KP,5889,RWTUV1461166442.85,2014-01-01,2016-03-31
EG,2897,poaiss254220609,2013-04-22,2014-12-31
CN,5029,Applus1459779661.46,2014-12-21,2015-12-20
IN,9371,EPIC_Sust1423289008.82,2013-01-01,2015-01-01
IN,9371,EPIC_Sust1423289008.82,2012-12-31,2012-12-31
CO,3461,AENOR1453133787.05,2013-01-01,2015-05-31
IN,332,RINA1455875707.26,2014-01-04,2015-09-30
AR,8583,TUEV-RHEIN1424140289.69,2013-01-01,2013-12-31
UG,9956,poaiss644970812,2014-07-22,2015-10-12
CN,3067,RWTUV1434434695.92,2014-01-03,2015-05-31
CN,3180,RWTUV1434434737.76,2014-01-03,2015-05-31
GH,5342,poaiss423541656,2013-12-15,2014-10-24
CN,7624,CTI1458203663.96,2015-01-01,2015-12-31
CN,6596,CTI1458874146.86,2013-01-01,2015-12-31
IN,2888,EPIC_Sust1447677127.51,2011-01-12,2012-12-31
IN,2888,EPIC_Sust1447677127.51,2013-01-01,2015-08-31
IN,5380,RINA1455097409.3,2015-01-02,2016-01-31
MU,4359,ESPL1461057578.85,2015-01-01,2015-12-31
CN,1046,CEPREI_Cert1456803775.62,2015-01-01,2015-12-31
KH,5804,KEMCO1392689264.48,2013-01-01,2013-12-31
KH,5804,KEMCO1392689264.48,2012-01-08,2012-12-31
KR,6637,KFQ1460593844.18,2015-01-09,2016-03-31
CL,5393,TUEV-SUED1457600946.63,2015-01-01,2015-12-31
CN,2593,CCCI_DOE1461335145.54,2013-01-01,2015-12-31
CN,6540,CTI1458874532.62,2013-01-01,2015-12-31
IN,5700,EPIC_Sust1457078222.46,2013-01-04,2016-02-29
CN,3063,CEPREI_Cert1459223212.54,2013-01-01,2016-02-29
IN,6151,EPIC_Sust1453275711.32,2012-03-10,2012-12-31
IN,6151,EPIC_Sust1453275711.32,2013-01-01,2015-11-30
KR,765,KFQ1460594275.04,2015-01-09,2016-03-31
CN,3356,CCSC_DOE1458545806.81,2013-01-01,2015-09-30
PH,3424,KEMCO1453708719.83,2015-01-01,2015-09-07
CN,1896,RWTUV1443680781.54,2014-01-07,2014-12-31
ML,3090,RWTUV1457964761.82,2015-01-01,2015-12-31
CN,4853,CCSC_DOE1458546166.46,2013-01-01,2015-09-30
CR,251,RWTUV1366029802.14,2010-01-04,2012-12-31
CN,3194,BVQI1457092923.47,2015-01-01,2015-12-25
CM,2992,RINA1453302504.85,2014-01-01,2015-12-31
MX,107,RWTUV1412839682.5,2011-01-09,2012-12-31
MX,107,RWTUV1412839682.5,2013-01-01,2014-05-30
CN,2048,CEPREI_Cert1458797297.73,2013-01-01,2016-02-29
CN,2924,CTI1459313292.4,2015-10-06,2016-02-29
IN,4058,KBS_Cert1450694246.88,2014-01-01,2014-12-31
MD,173,RWTUV1444891459.7,2013-01-01,2015-06-30
MD,173,RWTUV1444891459.7,2012-01-05,2012-12-31
BR,9226,RWTUV1460648772.46,2014-01-07,2015-02-28
LK,2772,RINA1457086287.46,2015-01-01,2015-12-31
CN,6928,RWTUV1461838654.54,2015-05-26,2016-03-25
CN,6948,RWTUV1461838712.64,2015-05-26,2016-03-25
CO,2285,ICONTEC1408455646.41,2013-01-01,2013-12-31
CO,2285,ICONTEC1408455646.41,2012-01-11,2012-12-31
KE,3773,RWTUV1415799124.21,2013-01-01,2013-12-31
NG,6283,poaiss708560493,2015-07-04,2016-01-31
CN,3476,CTI1457960527.74,2013-01-01,2015-09-30
CN,8164,RWTUV1459848446.51,2015-01-07,2016-03-31
GH,8438,poaiss894492987,2014-01-04,2015-07-31
CN,1446,PJR CDM1435235298.84,2013-01-01,2014-12-31
IN,9755,Applus1448025568.28,2013-05-10,2015-10-31
BR,648,EPIC_Sust1450764884.62,2014-01-01,2014-09-14
IN,3742,PJR CDM1402671736.57,2013-01-01,2014-03-31
IN,3742,PJR CDM1402671736.57,2012-02-08,2012-12-31
AE,7260,RWTUV1443711941.49,2013-01-01,2014-12-31
IN,1687,Applus1456257355.49,2013-01-01,2015-12-31
IN,7103,Applus1457099351.71,2015-01-01,2015-12-31
CN,7152,CCSC_DOE1457055989.17,2013-01-01,2015-12-31
BR,648,EPIC_Sust1457940036.51,2014-01-12,2015-12-31
IN,2342,RWTUV1453787224.51,2014-01-01,2015-03-31
VN,5310,RWTUV1456919329.65,2015-01-03,2016-02-29
IN,9181,poaiss564191717,2015-06-21,2016-01-31
IN,8818,Applus1432143215.16,2013-01-01,2015-09-04
IN,8818,Applus1432143215.16,2012-12-31,2012-12-31
KR,2834,KFQ1458179878.15,2014-12-19,2015-12-31
KR,922,KFQ1442393803.37,2014-06-27,2015-06-26
CV,9570,RINA1452704220.87,2015-01-01,2015-12-31
LS,5482,CTI1458010326.64,2014-01-12,2015-11-30
KR,765,KFQ1429079045.73,2014-01-22,2014-11-06
IN,4478,KBS_Cert1450778589.02,2013-01-08,2015-08-31
TH,2144,SIRIM1417954189.62,2014-01-01,2014-10-31
GE,9079,TUEV-SUED1452248456.29,2013-12-31,2015-10-31
PH,5979,poaiss287465719,2012-01-06,2015-06-30
PH,5979,poaiss287465719,2012-01-06,2015-06-30
IN,850,EPIC_Sust1447676834.66,2013-01-01,2015-08-31
IN,850,EPIC_Sust1447676834.66,2012-10-25,2012-12-31
ID,1885,KBS_Cert1452577615.88,2015-01-01,2015-12-31
IN,982,RINA1455876070.29,2014-01-04,2015-04-30
BR,8,RWTUV1456228136.01,2015-01-01,2015-12-31
IN,8442,BVQI1453977237.39,2015-01-01,2015-12-31
CN,4388,CTI1452267597.19,2013-01-01,2015-11-30
IN,9376,ESPL1454913417.44,2013-01-01,2015-12-31
BR,1317,RINA1441982109.12,2011-01-01,2012-12-31
BR,1317,RINA1441982109.12,2013-01-01,2014-12-31
IN,3541,KBS_Cert1450783610.99,2014-01-05,2015-10-31
MX,6335,TUEV-RHEIN1435036851.89,2012-01-10,2012-12-31
MX,6335,TUEV-RHEIN1435036851.89,2013-01-01,2013-09-30
TH,3462,RWTUV1447153384.07,2014-01-11,2015-10-31
AL,5662,RWTUV1457940362.79,2015-01-01,2015-12-31
VN,6810,poaiss701157336,2014-01-01,2014-12-31
CN,1244,Applus1447351136.7,2013-01-01,2014-11-29
IN,1253,Applus1447776492.42,2015-01-01,2015-10-28
IN,8102,BVQI1453977500.36,2015-01-01,2015-12-31
CN,1728,CCSC_DOE1451466087.6,2013-01-01,2015-08-31
IN,794,EPIC_Sust1447765803.3,2011-01-12,2012-12-31
IN,794,EPIC_Sust1447765803.3,2013-01-01,2015-08-31
IN,6651,ESPL1443589735.39,2013-01-01,2015-07-31
IN,1254,ESPL1445322661.42,2013-01-01,2015-09-03
IN,1254,ESPL1445322661.42,2012-01-09,2012-12-31
IN,1551,ESPL1453720066.83,2014-01-07,2015-12-31
IN,613,EPIC_Sust1446877241.3,2012-10-21,2012-12-31
IN,613,EPIC_Sust1446877241.3,2013-01-01,2015-08-31
IN,8288,ESPL1441098116.71,2013-01-01,2015-07-31
TH,6830,KBS_Cert1405571097.13,2013-01-01,2013-10-31
TH,6830,KBS_Cert1405571097.13,2012-10-15,2012-12-31
CN,536,Applus1447350904.86,2013-01-01,2015-09-27
CN,845,Applus1447671395.26,2014-03-22,2015-09-30
MY,6673,Applus1451918916.02,2014-09-15,2015-11-30
ZA,79,RWTUV1239874519.99,2005-01-09,2010-11-15
KR,4274,RWTUV1453191748.9,2015-01-01,2015-12-31
CN,845,Applus1445937624.05,2013-01-01,2014-03-21
ZA,6083,RWTUV1440331172.43,2014-01-06,2015-07-31
TH,5082,JQA1453415638.15,2015-01-01,2015-12-31
IN,3880,RINA1441005138.91,2014-01-04,2015-03-31
IN,4489,RWTUV1397131900.61,2013-01-01,2013-12-31
IN,4489,RWTUV1397131900.61,2012-01-07,2012-12-31
NG,3841,RWTUV1399274161.63,2010-12-15,2012-12-31
NG,3841,RWTUV1399274161.63,2013-01-01,2013-01-06
UG,4217,AENOR1450785035.36,2013-01-11,2015-10-31
CN,6147,CTI1454479022.39,2013-01-01,2015-09-30
BR,2486,RWTUV1454047949.54,2015-01-01,2015-12-31
CN,7507,Applus1449666081.22,2014-01-01,2015-09-30
CN,6146,CTI1454479476.42,2013-01-01,2015-09-30
BR,5494,ICONTEC1447685953.98,2015-01-01,2015-09-30
BR,5496,ICONTEC1447686227.56,2015-01-01,2015-09-30
MN,5977,KEMCO1453709179.8,2015-01-07,2015-12-31
UY,844,TUEV-RHEIN1292827987.38,2007-01-10,2010-06-30
TH,8664,BVQI1436326171.17,2014-01-01,2014-12-31
IN,1116,BVQI1448871773.97,2014-01-04,2015-03-31
IN,2470,LRQA Ltd1452075671.69,2014-01-10,2015-12-31
IN,9392,URSCert1399972687.6,2013-01-01,2014-03-31
ET,9769,poaiss130334920,2013-10-17,2014-10-16
CN,4690,CTI1454480111.39,2013-01-01,2015-09-30
IN,123,EPIC_Sust1447331497.16,2012-01-11,2012-12-31
IN,123,EPIC_Sust1447331497.16,2013-01-01,2013-07-31
BR,648,EPIC_Sust1452232294.46,2014-09-15,2014-11-30
IN,1299,ESPL1445949151.83,2014-01-04,2015-06-30
CO,2554,ICONTEC1452893773.27,2015-01-07,2015-12-31
KR,222,KTRCert1452224332.41,2015-01-01,2015-12-31
TH,2970,SIRIM1421051707.68,2014-01-01,2014-12-31
MY,7455,KBS_Cert1455951693.97,2013-01-05,2015-04-30
CO,735,ICONTEC1413492794.53,2010-01-01,2011-12-31
RW,6207,poaiss895091607,2014-01-07,2015-06-30
IN,7589,Applus1446756774.07,2013-01-01,2015-08-31
IN,2819,BVQI1445855642.88,2014-01-06,2015-04-30
IN,4818,EPIC_Sust1434440566.51,2013-10-10,2015-03-31
IN,3586,CRA1400678990.63,2011-02-17,2012-12-31
IN,3586,CRA1400678990.63,2013-01-01,2014-04-30
MD,160,RWTUV1444891410.98,2013-01-01,2015-06-30
MD,160,RWTUV1444891410.98,2012-01-05,2012-12-31
CN,3670,CTI1454383017.09,2015-01-01,2015-12-31
MD,159,RWTUV1444891351.5,2013-01-01,2015-06-30
MD,159,RWTUV1444891351.5,2012-01-05,2012-12-31
ZM,6864,poaiss954669756,2013-01-28,2015-01-27
KR,1841,AENOR1452853038.71,2014-01-06,2015-12-31
CN,7365,Applus1450856342.21,2013-01-03,2015-10-31
ID,4021,KBS_Cert1453883854.67,2015-01-01,2015-12-31
KR,290,KTRCert1452732759.01,2014-01-01,2015-12-31
MX,7613,RINA1444915119.39,2012-09-10,2012-12-31
MX,7613,RINA1444915119.39,2013-01-01,2015-08-31
CN,7977,RWTUV1443000075.36,2014-03-16,2015-08-25
CN,7975,RWTUV1443000210.3,2014-01-04,2015-08-25
MY,5150,TUEV-RHEIN1427446555.63,2013-01-08,2014-12-31
IN,8802,TUEV-SUED1408949352.75,2013-08-01,2014-07-01
IN,7724,URSCert1410524612.47,2013-01-01,2014-07-31
KR,349,KFQ1452500815.49,2015-01-04,2015-09-30
CN,4734,CTI1454382793.86,2015-01-01,2015-12-31
IN,4930,ESPL1438575849.81,2013-12-09,2015-06-15
IN,1291,ESPL1445948718.29,2014-01-04,2015-06-30
MX,2390,RINA1444830305.35,2012-01-09,2012-12-31
MX,2390,RINA1444830305.35,2013-01-01,2015-08-31
KR,99,TUEV-SUED1443336465.34,2014-01-09,2015-08-31
IN,862,KBS_Cert1452748641.06,2015-01-01,2015-12-31
IN,7379,CarbonCheck_Cert1441003015.98,2013-06-19,2015-06-30
CN,1896,RWTUV1443680582.49,2014-01-01,2014-06-30
TH,3483,RWTUV1447153568.2,2014-01-11,2015-10-31
BR,888,RWTUV1452087314.66,2015-01-07,2015-12-31
CN,574,RWTUV1452155702.7,2015-01-01,2015-12-31
TH,2672,SIRIM1417956093.75,2014-01-01,2014-10-31
ZA,3677,AENOR1336403146.14,2010-10-26,2012-02-29
BR,4211,RWTUV1452169583.26,2015-01-07,2015-12-31
CN,6977,CCCI_DOE1449814177.45,2013-01-01,2015-11-20
